show_id,type,title,director,cast,country,date_added,release_year,duration,description,genre
S557,Tv Show,忍者ハットリくん,Unknown,Not Available,Japan,23-12-2018,2012,2,"Hailing From The Mountains Of Iga, Kanzo Hattori Moves In With Elementary School Student Kenichi Mitsuba And His Family To Hone His Skills As A Ninja.",Anime Series
S558,Movie,Apache Warrior,"David Salzberg, Christian Tureaud",Not Available,United States,01-11-2019,2017,89,Recovered Cockpit Footage And Telling Interviews Reveal The True Stories Of Us Fighter Pilots In One Of The Largest Combat Strikes In History.,Documentaries
S559,Tv Show,Apache: The Life Of Carlos Tevez,Unknown,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",Argentina,16-08-2019,2019,1,This Gritty Dramatization Of The Life Of Carlos Tevez Shows His Rise To Soccer Stardom Amid The Harrowing Conditions In Argentina'S Fuerte Apache.,Crime Tv
S560,Tv Show,Apaches,Unknown,"Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac",Spain,08-09-2017,2016,1,A Young Journalist Is Forced Into A Life Of Crime To Save His Father And Family In This Series Based On The Novel By Miguel Sáez Carral.,Crime Tv
S561,Movie,Apaharan,Prakash Jha,"Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan, Mohan Agashe, Mukesh Tiwari, Yashpal Sharma, Anoop Soni, Chetan Pandit",India,08-01-2021,2005,161,"Raised Under The Condescending Eye Of His Activist Father, An Underachieving Loafer Is Lured Into The Local Kingpin’S Web Of Corruption And Kidnapping.",Dramas
S562,Movie,Apex: The Story Of The Hypercar,"J.F. Musial, Josh Vietze",Zachary Levi,United States,01-08-2016,2016,86,"A Visionary Carmaker Introduces His Fuel-Efficient, High-Performance Hypercar To A Market Filled With Big-Name Competitors Like Ferrari And Porsche.",Documentaries
S563,Movie,Apollo 18,Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie",United States,09-03-2019,2011,87,"This Sci-Fi Thriller Suggests That Apollo 17, Despite Official Statements To The Contrary, Wasn'T Nasa'S Last Manned Mission To The Moon.",Horror Movies
S564,Movie,Apostle,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy",United Kingdom,12-10-2018,2018,130,"In 1905, A Drifter On A Dangerous Mission To Rescue His Kidnapped Sister Tangles With A Sinister Religious Cult On An Isolated Island.",Horror Movies
S565,Movie,April And The Extraordinary World,"Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren",France,01-10-2017,2015,107,"After The World'S Top Scientists Disappear, Orphaned April Secretly Forges Ahead With A Family Experiment And Gets Tangled Up In A Vast Conspiracy.",Action
S566,Tv Show,Aquarius,Unknown,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela Mcmanus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",United States,16-06-2017,2016,2,"Amid The Turmoil Of 1960S La, Two Cops And A Prominent Political Family Are Drawn Into The Sex- And Drug-Fueled Web Of A Young Charles Manson.",Crime Tv
S567,Movie,Arès,Jean-Patrick Benes,"Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do De Lencquesaing, Eva Lallier, Emilie Gavois-Kahn",France,23-05-2017,2016,80,A Futuristic France Tries To Keep Its People From Despair And Rebellion Over Crippling Poverty By Engaging Them With A Violent Tv Competition Show.,Action
S568,Movie,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",United States,15-02-2017,2015,79,"Newly Orphaned Aram Leaves Beirut To Live With His Grandfather In Los Angeles, And Overwhelmed By Culture Shock, He Falls Prey To An Armenian Gang.",Dramas
S569,Movie,Arango Y Sanint: Ríase El Show,"Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,17-01-2018,2018,62,"Colombian Stand-Up Comedians Antonio Sanint And Julián Arango Impersonate An Argentine Visitor And A Cabbie, And A Pair Of Dirty Old Men At The Opera.",Stand-Up
S570,Tv Show,Arashi'S Diary -Voyage-,Unknown,Arashi,Japan,31-12-2019,2019,1,"Twenty Years After Their Debut, Join The Beloved Members Of Arashi On A New Journey As They Showcase Their Lives, Talents And Gifts To The World.",Docuseries
S571,Tv Show,Archibald'S Next Big Thing,Unknown,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",Unknown,20-03-2020,2020,2,"Happy-Go-Lucky Chicken Archibald May Not Remember To Do His Chores, But He Never Forgets To Have Fun. After All, Life'S An Adventure!",Kids
S572,Movie,Arctic Dogs,Aaron Woodley,"Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti",India,04-05-2020,2019,93,"When He Stumbles Upon Evil Otto Von Walrus'S Scheme To Melt The Arctic, Ambitious Delivery Fox Swifty Assembles A Ragtag Crew To Protect The Planet.",Children
S573,Movie,Arctic Heart,Marie Madinier,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick D'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini",France,14-04-2017,2016,81,"Madly In Love With A Brilliant Scientist Studying An Immunizing Protein Produced By Penguins, A Timid Med Student Offers Her Body To His Research.",Dramas
S574,Movie,Are We Done Yet?,Khaled El Halafawy,"Ahmed Eid, Ayten Amer, Ahmed Fouad Selim, Mohsen Mansour",Egypt,01-08-2019,2018,87,"When Authorities Arrest His Young Son, A Taxi Driver Must Convince The Courts And Rabid Media That He'S Not The Criminal They Seek.",Comedies
S575,Tv Show,Are You The One,Unknown,Ryan Devlin,United States,01-12-2020,2014,2,"Determined By A Dating Algorithm, A Group Of Single Contestants Must Identify Their Perfect Matches For A Shot At Love And A Cash Prize.",Reality Tv
S576,Tv Show,Ares,Unknown,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef De Bot, Jip Van Den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer",Netherlands,17-01-2020,2020,1,"Aiming To Become Part Of Amsterdam'S Elite, An Ambitious College Student Joins An Exclusive Society, Unaware It'S Hiding A Horrifying Secret.",International Tv
S577,Tv Show,Argon,Unknown,"Woo-Hee Chun, Joo-Hyuk Kim, Won-Sang Park",South Korea,22-11-2017,2017,1,"In A World Filled With Provocative (And Often Misleading) News, A Passionate Team Of Investigative Tv Reporters Strives To Bring Truths To Light.",International Tv
S578,Movie,Ari Eldjárn: Pardon My Icelandic,August Jakobsson,Ari Eldjárn,Iceland,02-12-2020,2020,54,"In This English-Language Special, Icelandic Comedian Ari Eldjárn Pokes Fun At Nordic Rivalries, Hollywood'S Take On Thor, The Whims Of Toddlers And More.",Stand-Up
S579,Tv Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,18-07-2017,2017,1,"Wry Yet Thoughtful, Comedian Ari Shaffir Brings His Edgy Humor To Two Fast-Paced Stand-Up Specials About Children And Adulthood.",Stand-Up
S580,Movie,"Ariana Grande: Excuse Me, I Love You",Paul Dugdale,Ariana Grande,United States,21-12-2020,2020,98,Ariana Grande Takes The Stage In London For Her Sweetener World Tour And Shares A Behind-The-Scenes Look At Her Life In Rehearsal And On The Road.,Documentaries
S581,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,15-09-2018,2011,113,"A Group Of Friends Reunites For A Vacation Amid Nature, Where They Laugh About Their Shared History And Bond Over Difficult Truths.",Comedies
S582,Movie,Arjun: The Warrior Prince,Arnab Chaudhuri,"Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur",India,01-11-2018,2011,91,This Animated Retelling Of The Classic Indian Tale Of Prince Arjun – Part Of The Sanskrit Epic Mahabharata – Begins During The Prince'S Youth.,Action
S583,Movie,Arq,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal",Canada,16-09-2016,2016,89,"Trapped In A Lab And Stuck In A Time Loop, A Disoriented Couple Fends Off Masked Raiders While Harboring A New Energy Source That Could Save Humanity.",International Movies
S584,Tv Show,Arrested Development,Unknown,"Jason Bateman, Portia De Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard",United States,29-05-2018,2019,5,"It'S The Emmy-Winning Story Of A Wealthy Family That Lost Everything, And The One Son Who Had No Choice But To Keep Them All Together.",Tv Comedies
S585,Tv Show,Arrow,James Bamford,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",United States,05-02-2020,2019,8,"Based On Dc Comics' Green Arrow, An Affluent Playboy Becomes A Vengeful Superhero, Saving The City From Villains Armed With Just A Bow And Arrows.",Crime Tv
S586,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,Arsenio Hall,United States,29-10-2019,2019,63,"In His First Stand-Up Special, Arsenio Hall Discusses Getting Older, The Changing Times And Culture, Social Issues And Even Bothersome Baby Toes.",Stand-Up
S587,Tv Show,Arthdal Chronicles,Unknown,"Song Joong-Ki, Jang Dong-Gun, Kim Ji-Won, Kim Ok-Vin, Kim Eui-Sung, Cho Seong-Ha, Lee Do-Gyeong, Park Hae-Joon, Park Byung-Eun",South Korea,02-06-2019,2019,1,"In A Mythical Land Called Arth, The Inhabitants Of The Ancient City Of Arthdal And Its Surrounding Regions Vie For Power As They Build A New Society.",International Tv
S588,Movie,Arthur,Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario",United States,01-04-2019,2011,110,Russell Brand Stars In This Remake As A Philanderer Who Must Decide Whether To Give Up An Inheritance Of Millions For The Sake Of Romance.,Comedies
S589,Movie,Arthur Christmas,Sarah Smith,"James Mcavoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Ramona Marquez, Marc Wootton, Laura Linney, Eva Longoria, Michael Palin, Joan Cusack, Deborah Findlay, Rich Fulcher, Sarah Smith, Clint Dyer, Kerry Shale, Stewart Lee, Bronagh Gallagher, Kevin Cecil, Alistair Mcgowan, David Menkin, Kris Pearn, Ian Ashpitel, Rich Hall, Seeta Indrani, Jane Horrocks, Peter Baynham, Emma Kennedy, Dominic West, Jerry Lambert, Julia Davis, Robbie Coltrane, Iain Mckee, Sanjeev Bhaskar, Andy Serkis, Tamsin Greig, Rhys Darby, Seamus Malone, Cody Cameron, David Schneider, Kevin Eldon, Danny John-Jules, Brian Cummings",United Kingdom,01-01-2020,2011,98,"At Santa Claus'S Super-Secret Toy-Making Facility, Mr. Claus Entrusts His Son, Arthur, To Carry Out An Ultra-Important Christmas Mission.",Children
S590,Movie,Article 15,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade",India,06-09-2019,2019,125,The Grim Realities Of Caste Discrimination Come To Light As An Entitled But Upright City Cop Ventures Into India’S Heartland To Investigate A Murder.,Dramas
S591,Movie,Aruna & Her Palate,Edwin,"Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari",Indonesia,01-01-2020,2018,106,"An Epidemiologist Turns Her Nationwide Bird Flu Investigation Into A Chance To Sample Local Delicacies En Route, With Three Friends Along For The Ride.",Dramas
S592,Movie,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,16-09-2018,2014,93,A Beautiful Tomb Raider And Her Crew Hunt For Treasure In The Catacombs Of Paris And Find Themselves In A Hellish Underworld.,Horror Movies
S593,Movie,As Good As It Gets,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",United States,01-01-2020,1997,139,"The Structured World Of A Sour, Obsessive-Compulsive Author Crumbles When He'S Drawn Into The Lives Of A Stressed-Out Single Mom And His Gay Neighbor.",Comedies
S594,Movie,Ascharyachakit!,Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Santosh Juvekar, Anangsha Biswas, Ankit Raaj, Kashmira Irani, Kailash Waghmare, Vipin Sharma",India,19-12-2018,2018,90,"Entangling The Lives Of A Movie Star, A Chauffeur, A Prostitute And A Pimp, This Bold Drama Reveals Ugly Truths Beneath Mumbai’S Glitzy Veneer.",Dramas
S595,Movie,Asees,Rana Ranbir,"Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai",India,01-11-2018,2018,123,"When A Dispute Breaks Out Between Five Siblings Over Their Mother’S Property, One Devoted Son Will Go To Any Lengths To Protect Her Land.",Dramas
S596,Tv Show,Ash Vs. Evil Dead,Unknown,"Bruce Campbell, Lucy Lawless, Ray Santiago, Dana Delorenzo, Jill Marie Jones",United States,29-04-2019,2018,3,"Thirty Years Later, Ash Williams – Demon Hunter Par Excellence – Is Back To Battle A New Deadite Plague. He May Have Lost A Hand, But Not His Touch.",Tv Action
S597,Tv Show,Ashes Of Love,Unknown,"Yang Zi, Deng Lun, Luo Yunxi",China,16-12-2018,2018,1,"Hidden Away By Her Mother, The Floral Goddess, The Naïve Jinmi Is Drawn To Xufeng, The Heavenly Emperor'S Son. Yet Forces Conspire Against Them.",International Tv
S598,Tv Show,Ask The Doctor,Unknown,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,19-10-2018,2017,1,"From Allergies To Diet To Sleep, Three Friendly Doctors Share Expert Advice, Bust Medical Myths And Test The Latest Treatments.",Docuseries
S599,Tv Show,Ask The Storybots,Unknown,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,02-08-2019,2019,3,"Five Curious Little Creatures Track Down The Answers To Kids' Biggest Questions, Like How Night Happens Or Why We Need To Brush Our Teeth.",Kids
S600,Movie,Asoka,Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji",India,15-03-2017,2001,168,This Elaborate Bollywood Epic Dramatizes One Man'S Transformation From A Vengeful And Cunning Warrior Into A Legendary Leader And Teacher Of Buddhism.,Action
S601,Movie,Asperger'S Are Us,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",United States,11-12-2016,2016,83,A Comedy Troupe Of Four Friends On The Autism Spectrum Prepares For A Final Show Before Its Members Go Their Separate Ways.,Documentaries
S602,Movie,Asphalt Burning,Hallvard Bræin,"Anders Baasmo, Kathrine Thorborg Johansen, Ida Husøy, Otto Jespersen, Sven Nordin, Trond Halbo, Alexandra Maria Lara, Wenche Myhre, Kostja Ullmann, Björn Kjellman",Norway,02-01-2021,2020,101,"When The Brakes Slam On His Wedding, Roy Accepts A Challenge From A New Foe To Race For His Runaway Bride At The Iconic Nürburgring Track In Germany.",Action
S603,Movie,Assimilate,John Murlowski,"Joel Courtney, Calum Worthy, Andi Matichak, Katherine Mcnamara, Cam Gigandet, Mason Mcnulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington",United States,25-10-2019,2019,94,A Group Of Friends Making A Web Series About Their Hometown Realize It Isn’T As Boring As They Thought When Their Neighbors Start Behaving Strangely.,Horror Movies
S604,Tv Show,Astronomy Club: The Sketch Show,Unknown,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James Iii",United States,06-12-2019,2019,1,"With Unique Individual Perspectives That Converge Into A Unified Voice, Sketch Comedy Group Astronomy Club Delivers A Smart And Absurd Brand Of Humor.",Tv Comedies
S605,Movie,Asu Mare 2,Ricardo Maldonado,"Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí De Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri",Peru,01-12-2016,2015,100,To Win The Heart Of His True Love – A High-Society Girl – A Hapless Commoner Plots To Change His Identity And Avoid His Embarrassing Friends.,Comedies
S606,Movie,Asura Guru,A. Raajdheep,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",India,13-06-2020,2020,117,"For A Tech-Savvy Thief, Elaborate Robberies And Evading The Police Are Second Nature Until A Private Detective Is Hired To Investigate His Latest Heist.",Dramas
S607,Movie,Asura: The City Of Madness,Sung-Soo Kim,"Jung-Min Hwang, Do-Won Kwak, Man-Sik Jung, Woo-Sung Jung",South Korea,15-02-2018,2016,133,"Caught Between A Corrupt Mayor And A Prosecutor Intent On Exposing Political Depravity, A Police Detective Must Decide Whose Side He'S On.",Action
S608,Movie,At All Costs,Mike Nicoll,"Parker Jackson Cartwright, Gabe York",United States,14-12-2016,2016,81,This Revealing Documentary Explores How The High-Stakes World Of Amateur Athletic Union Basketball Has Professionalized Youth Sports In America.,Documentaries
S609,Movie,At First Light,Jason Stone,"Stefanie Scott, Theodore Pellerin, Percy Hynes White, Kate Burton, Saïd Taghmaoui, Kristin Booth, James Wotherspoon",Canada,27-12-2018,2018,91,"After Mysterious Lights Imbue Her With Extraordinary Powers, A Teenager Goes On The Run From Authorities With The Friend Who Harbors A Crush On Her.",Dramas
S610,Tv Show,At The Dolphin Bay,Unknown,"Angela Chang, Ambrose Hui, Wallace Huo, Jill Hsu, Lin Wei Jun, Josie Leung, Mountain Kao, Liang Hsiu-Shen",Taiwan,15-11-2019,2003,1,"Encountering Each Other After A Long Separation, Two Childhood Friends From Orphanage Must Overcome Great Odds To Fulfill An Old Promise And Find Love.",International Tv
S611,Tv Show,Atelier,Unknown,"Mirei Kiritani, Mao Daichi, Wakana Sakai, Masako Chiba, Maiko, Ken Kaito, Dori Sakurada, Nicole Ishida, Mayuko Kawakita",Japan,01-12-2015,2015,1,"A Young ""Fabric Geek"" Lands A Job At An Upscale Japanese Lingerie Company – And Quickly Discovers She'Ll Need Help To Survive.",International Tv
S612,Movie,Athlete A,"Bonni Cohen, Jon Shenk",Not Available,United States,24-06-2020,2020,104,This Documentary Focuses On The Gymnasts Who Survived Usa Gymnastics Doctor Larry Nassar'S Abuse And The Reporters Who Exposed Usag'S Toxic Culture.,Documentaries
S613,Movie,Atlantics,Mati Diop,"Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene",France,29-11-2019,2019,106,"Arranged To Marry A Rich Man, Young Ada Is Crushed When Her True Love Goes Missing At Sea During A Migration Attempt – Until A Miracle Reunites Them.",Dramas
S614,Movie,Atlas Shrugged: Part Ii,John Putch,"Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian, Kim Rhodes, Richard T. Jones, D.B. Sweeney, Paul Mccrane, John Rubinstein, Robert Picardo",United States,19-12-2020,2012,112,"With The World'S Economy In Dire Straits, Corporate Protagonist Dagny Taggart Searches For A Solution Amid The Rubble Of A Long-Abandoned Factory.",Dramas
S615,Movie,Atm,Mez Tharatorn,"Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak",United States,05-09-2018,2012,122,"When A Broken Atm Dishes Out A Fortune, A Couple Who Works At The Bank Vies To See Who Can Recover The Most Cash – And The Loser Must Find A New Job.",Comedies
S616,Tv Show,Atomic Puppet,Unknown,"Eric Bauza, Lisa Norton, Carlos Díaz, Peter Oldring, Heather Bambrick, Rick Miller, Rob Tinkler, Kristina Nicoll",Canada,01-12-2017,2016,1,"Captain Atomic – Once A Superhero, Now A Sock Puppet – Can Only Activate His Powers With The Help Of Joey, His New Partner And Biggest Fan.",Crime Tv
S617,Tv Show,Attack On Titan,Unknown,"Yuki Kaji, Yui Ishikawa, Marina Inoue, Kisho Taniyama, Yu Shimamura, Yu Kobayashi, Shiori Mikami, Hiro Shimono, Ryota Osaka, Yoshimasa Hosoya, Tomohisa Hashizume, Saki Fujita, Hiroshi Kamiya, Daisuke Ono, Romi Park, Keiji Fujiwara, Kazuhiro Yamaji, Yusaku Yara",Japan,24-02-2019,2013,1,"With His Hometown In Ruins, Young Eren Yeager Becomes Determined To Fight Back Against The Giant Titans That Threaten To Destroy The Human Race.",Anime Series
S618,Movie,Attacking The Devil: Harold Evans And The Last Nazi War Crime,"David Morris, Jacqui Morris",Harold Evans,United Kingdom,15-05-2016,2014,102,Intrepid Newspaper Editor Harold Evans Wages An Ongoing Battle To Expose The Truth About A Dangerous Drug And Obtain Compensation For Its Victims.,Documentaries
S619,Movie,Attitude Test,"Fabrizio Copano, Augusto Matte","Belén Soto, Denise Rosenthal, Constanza Piccoli, Fabiola Alarcón, Lucas Balmaceda, Agustín Silva, Camilo Carmona, Ingrid Cruz, Elvis Fuentes, Samuel Landea",Chile,19-08-2018,2016,88,"Four High School Seniors Steal An Important College Entrance Exam And Go On Vacation To ""Study,"" But Accidentally Lose The Exam While Partying.",Comedies
S620,Tv Show,Atypical,Unknown,"Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport, Brigette Lundy-Paine, Amy Okuda, Jenna Boyd, Graham Rogers, Nik Dodani",United States,01-11-2019,2019,3,"When A Teen On The Autism Spectrum Decides To Get A Girlfriend, His Bid For More Independence Puts His Whole Family On A Path Of Self-Discovery.",Tv Comedies
S621,Movie,Audrie & Daisy,"Bonni Cohen, Jon Shenk",Not Available,United States,23-09-2016,2016,99,"In This Wrenching Documentary, Two Teens Are Sexually Assaulted By Boys They Considered Friends, Humiliated Online And Harassed By Their Communities.",Documentaries
S622,Tv Show,Aunty Donna'S Big Ol' House Of Fun,Unknown,"Mark Samual Bonanno, Broden Kelly, Zachary Ruane, Ed Helms, Kristen Schaal, Weird Al Yankovic, Kia Stevens, Paul F. Tompkins, Tawny Newsome",Australia,11-11-2020,2020,1,"Comedy Trio Aunty Donna Showcase Their Uniquely Absurd And Offbeat Style Through An Array Of Sketches, Songs And Eclectic Characters.",Tv Comedies
S623,Movie,Aurora,Cristi Puiu,"Cristi Puiu, Clara Voda, Catrinel Dumitrescu, Luminita Gheorghiu, Valentin Popescu, Gheorghe Ifrim, Ileana Puiu, Valeria Seciu, Gelu Colceag",Romania,04-03-2020,2010,186,"42-Year-Old Viorel, A Distraught Engineer, Takes Drastic Measures To End His Emotional Suffering After Enduring A Devastating Divorce.",Dramas
S624,Movie,Auschwitz: Blueprints Of Genocide,Mike Rossiter,Roy Marsden,United Kingdom,19-01-2019,1994,49,Newly Released Kgb Files Expose Evidence Proving How Architects And Engineers Conspired With The Nazis To Build A Camp Designed For Genocide.,Documentaries
S625,Tv Show,Aussie Gold Hunters,Unknown,Not Available,Australia,01-08-2017,2016,1,Three Teams Of Gold Hunters Battle All Manner Of Challenges While Pursuing Their Dreams In The Australian Outback.,Docuseries
S626,Movie,Austin Powers In Goldmember,Jay Roach,"Mike Myers, Beyoncé Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage",United States,01-12-2019,2002,94,"The World'S Most Shagadelic Spy Continues His Fight Against The Diabolical Dr. Evil, Who'S Teamed With A New Foe: 1970S Villain Goldmember.",Action
S627,Movie,Austin Powers: International Man Of Mystery,Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell",United States,01-12-2019,1997,90,"A Swingin' Fashion Photographer By Day And A Groovy British Secret Agent By Night, Superspy Austin Powers Must Foil The Sinister Schemes Of Dr. Evil.",Comedies
S628,Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",United States,01-12-2019,1999,95,"When Diabolical Genius Dr. Evil Travels Back In Time To Steal Superspy Austin Powers'S ""Mojo,"" Austin Must Return To The Swingin' '60S Himself.",Action
S629,Movie,Autohead,Rohit Mittal,"Deepak Sampat, Ronjini Chakroborty, Vikrant Singh, Jhanvi Dwivedi, Ajay Mishra, Rohit Mittal, Sunny Banerjee, Ravidev Singh",India,01-01-2017,2016,97,A Production Crew That Thinks It'S Making A Documentary About A Humble Mumbai Rickshaw Driver Unmasks A Horrifying Truth About Their Film'S Subject.,Dramas
S630,Movie,Automata,Gabe Ibáñez,"Antonio Banderas, Dylan Mcdermott, Melanie Griffith, Birgitte Hjort Sørensen, Robert Forster, Christa Campbell, Tim Mcinnerny, Andy Nyman, David Ryall",Bulgaria,08-09-2017,2014,110,"In A Dystopian Future, An Insurance Adjuster For A Tech Company Investigates A Robot Killed For Violating Protocol And Discovers A Global Conspiracy.",International Movies
S631,Tv Show,Autumn'S Concerto,Unknown,"Ady An, Vanness Wu, Ann Hsu, Chris Wu, Xiao Xiao Bin",Taiwan,01-08-2016,2009,1,"After Losing All Memories Of His Past, A Wealthy Lawyer Travels To A Rural Village Where A Woman He Once Loved Now Lives With Her Son.",International Tv
S632,Movie,Ava,Tate Taylor,"Jessica Chastain, Colin Farrell, John Malkovich, Common, Geena Davis, Jess Weixler, Diana Silvers, Joan Chen, Ioan Gruffudd",United States,07-12-2020,2020,97,An Elite Assassin Wrestling With Doubts About Her Work Scrambles To Protect Herself — And Her Estranged Family — After A Hit Goes Dangerously Wrong.,Action
S633,Tv Show,Avatar: The Last Airbender,Unknown,"Zach Tyler, Mae Whitman, Jack De Sena, Dee Bradley Baker, Dante Basco, Jessie Flower, Mako Iwamatsu",United States,15-05-2020,2007,3,"Siblings Katara And Sokka Wake Young Aang From A Long Hibernation And Learn He'S An Avatar, Whose Air-Bending Powers Can Defeat The Evil Fire Nation.",Classic
S634,Movie,Ave Maryam,Ertanto Robby Soediskam,"Maudy Koesnaedi, Chicco Jerikho, Tutie Kirana, Olga Lydia, Joko Anwar, Nathania Angela Widjaja, Sendy Febrina, Suhartini, Atie Krisnawati, Ratnawati Sutandar, Ninik Winarni Utomo",Indonesia,03-09-2020,2018,73,A Devoted Nun Who Cares For Her Elder Sisters Must Choose Between Upholding Her Vows Or Pursuing Her Forbidden Feelings For A Fascinating Pastor.,Dramas
